essay_id,total_words,distinct_word_count,filtered_word_count,avg_sentence_size,avg_word_size,total_sentences,long_words,short_words,noun_count,adjective_count,pronoun_count,verb_count,conjunction_count,adverb_count,determiner_count,proper_noun_count,numeral_count,interjection_count,dot_count,comma_occurrences,question_marks,exclamations,colon_occurrences,semicolon_occurrences,bracket_pairs,dash_count,triple_dots
1729,336.0,195.0,176.0,18.666666666666668,4.625,18.0,68.0,119.0,84,21,30,56,14,15,29,8,6,0,17,13,2,0,0,1,1,0,0
1730,384.0,210.0,213.0,14.222222222222221,4.924479166666667,27.0,111.0,152.0,97,26,15,85,14,26,37,26,1,0,26,8,0,0,0,0,0,0,0
1731,318.0,186.0,162.0,13.25,4.3742138364779874,24.0,58.0,144.0,63,21,44,71,12,19,18,15,0,1,23,10,1,8,0,0,0,0,0
1732,336.0,183.0,159.0,16.0,4.321428571428571,21.0,54.0,135.0,60,23,36,74,14,18,31,10,2,0,20,6,0,0,0,0,0,0,0
1733,235.0,120.0,129.0,12.368421052631579,4.659574468085107,19.0,56.0,82.0,66,19,16,48,2,4,28,0,0,0,18,11,0,0,0,0,0,1,1
1734,464.0,237.0,220.0,27.294117647058822,4.370689655172414,17.0,89.0,210.0,101,24,56,87,29,15,39,31,0,0,16,13,2,4,1,1,0,0,0
1735,259.0,152.0,122.0,17.266666666666666,4.305019305019305,15.0,45.0,116.0,52,11,32,54,10,13,19,8,0,0,14,7,3,0,0,0,0,0,0
1736,718.0,349.0,378.0,17.95,4.809192200557103,40.0,149.0,262.0,135,41,93,160,18,50,67,57,7,0,39,44,6,1,0,2,0,1,1
1737,257.0,128.0,142.0,9.518518518518519,4.43579766536965,27.0,46.0,95.0,59,10,28,54,5,20,24,3,1,1,26,7,0,2,0,0,0,0,0
1738,332.0,164.0,172.0,27.666666666666668,4.536144578313253,12.0,62.0,121.0,76,11,36,69,15,18,19,14,2,0,11,12,0,0,0,0,2,0,0
1739,505.0,268.0,272.0,15.78125,4.712871287128713,32.0,116.0,202.0,134,35,39,101,9,28,48,25,2,0,31,10,0,0,0,0,0,5,0
1740,382.0,151.0,186.0,12.733333333333333,4.43455497382199,30.0,66.0,142.0,76,36,30,85,11,11,30,1,1,0,29,3,0,1,0,0,0,6,0
1741,322.0,174.0,174.0,14.636363636363637,4.614906832298137,22.0,71.0,120.0,70,18,42,66,13,22,19,28,1,0,21,14,1,7,0,0,0,1,0
1742,224.0,146.0,121.0,20.363636363636363,4.53125,11.0,56.0,83.0,50,12,22,53,14,13,16,4,0,1,10,1,1,0,0,4,0,0,0
1743,434.0,204.0,213.0,12.764705882352942,4.527649769585254,34.0,77.0,179.0,81,25,43,109,14,34,32,8,3,0,33,11,0,0,0,0,0,0,0
1744,491.0,289.0,273.0,17.535714285714285,4.5336048879837065,28.0,96.0,194.0,113,23,50,116,11,29,35,11,2,0,27,46,3,1,1,0,0,0,0
1745,407.0,223.0,232.0,19.38095238095238,4.828009828009828,21.0,85.0,138.0,99,37,23,80,18,31,33,14,0,0,20,23,2,1,0,5,0,4,0
1746,349.0,194.0,164.0,17.45,4.412607449856734,20.0,65.0,135.0,81,8,40,74,21,27,29,1,2,1,19,12,4,1,0,1,0,1,0
1747,368.0,142.0,174.0,15.333333333333334,4.0625,24.0,55.0,175.0,66,26,56,82,11,14,33,3,1,0,23,3,0,0,0,0,0,0,0
1748,324.0,170.0,166.0,16.2,4.672839506172839,20.0,77.0,139.0,69,20,32,68,16,17,31,2,2,0,19,10,0,0,1,0,0,0,0
1749,118.0,80.0,63.0,14.75,4.864406779661017,8.0,22.0,42.0,30,11,13,20,6,4,5,5,0,0,7,3,0,0,0,0,0,0,0
1750,300.0,166.0,165.0,13.636363636363637,4.51,22.0,55.0,117.0,75,12,19,68,12,21,23,16,0,0,21,20,1,1,0,0,0,0,0
1751,357.0,204.0,184.0,19.833333333333332,4.815126050420168,18.0,88.0,138.0,88,28,28,69,17,12,28,21,1,0,17,9,3,0,0,0,0,0,0
1752,473.0,267.0,254.0,22.523809523809526,4.443974630021142,21.0,90.0,202.0,110,31,45,111,19,20,38,29,4,0,20,29,1,6,0,0,0,0,0
1753,189.0,123.0,103.0,23.625,4.693121693121693,8.0,51.0,73.0,47,14,15,39,7,11,20,11,0,0,7,11,1,1,0,0,0,0,0
1754,759.0,354.0,430.0,17.651162790697676,4.8313570487483535,43.0,187.0,270.0,179,57,72,155,27,36,54,64,2,0,42,41,0,1,1,0,0,8,0
1755,354.0,155.0,187.0,14.16,4.84180790960452,25.0,98.0,134.0,98,18,31,72,7,22,30,12,0,0,24,15,4,0,0,0,0,1,0
1756,410.0,245.0,229.0,18.636363636363637,4.702439024390244,22.0,92.0,142.0,88,32,43,97,14,25,25,42,3,0,21,27,7,3,0,0,0,2,1
1757,240.0,145.0,125.0,26.666666666666668,4.345833333333333,9.0,34.0,94.0,53,25,14,46,17,8,24,5,0,1,8,6,1,1,0,0,0,0,0
1758,533.0,297.0,313.0,14.026315789473685,4.615384615384615,38.0,113.0,201.0,135,29,48,115,20,33,42,23,2,0,37,23,2,1,0,0,0,0,0
1759,328.0,199.0,170.0,13.666666666666666,4.765243902439025,24.0,81.0,117.0,89,25,12,61,11,21,33,4,0,0,23,14,0,0,0,0,0,0,0
1760,550.0,292.0,288.0,18.96551724137931,4.56,29.0,117.0,204.0,124,40,45,113,16,48,52,30,3,0,28,25,9,9,0,0,0,0,0
1761,356.0,194.0,170.0,44.5,4.424157303370786,8.0,62.0,143.0,69,24,46,79,19,24,18,27,2,0,7,14,0,15,0,0,1,0,0
1762,337.0,174.0,167.0,19.823529411764707,4.299703264094956,17.0,51.0,138.0,65,23,30,63,15,26,36,19,1,0,16,6,1,0,0,0,0,0,0
1763,475.0,285.0,309.0,16.379310344827587,5.313684210526316,29.0,155.0,140.0,131,40,35,93,22,18,37,69,0,0,28,29,3,2,1,5,2,0,0
1764,405.0,203.0,203.0,16.2,4.488888888888889,25.0,84.0,170.0,93,26,34,79,14,24,35,21,0,0,24,26,0,0,0,0,0,0,0
1765,100.0,62.0,58.0,14.285714285714286,4.43,7.0,14.0,32.0,24,15,6,18,3,2,4,6,0,0,6,3,0,0,0,0,0,0,0
1766,359.0,213.0,206.0,11.966666666666667,4.674094707520891,30.0,71.0,140.0,91,33,35,83,6,22,33,10,3,0,29,4,1,0,0,0,0,6,0
1767,413.0,200.0,223.0,15.884615384615385,4.62953995157385,26.0,99.0,176.0,78,17,61,96,8,33,21,20,1,0,25,14,0,0,0,0,0,0,0
1768,471.0,147.0,228.0,36.23076923076923,4.414012738853503,13.0,78.0,178.0,109,30,55,80,16,30,44,17,3,0,12,20,0,0,0,2,0,0,0
1769,286.0,164.0,159.0,14.3,4.793706293706293,20.0,68.0,103.0,69,20,15,65,12,23,11,11,0,0,19,18,1,0,1,0,0,0,0
1770,344.0,216.0,194.0,12.285714285714286,4.997093023255814,28.0,87.0,105.0,92,19,19,73,12,25,30,11,1,0,27,31,0,1,0,0,0,0,2
1771,372.0,223.0,189.0,16.90909090909091,4.408602150537634,22.0,62.0,154.0,83,21,30,77,13,22,35,19,1,0,21,15,2,4,0,0,1,1,0
1772,499.0,283.0,298.0,17.20689655172414,5.206412825651302,29.0,137.0,157.0,108,44,25,105,21,51,44,67,1,0,28,37,5,0,0,0,1,1,0
1773,320.0,190.0,166.0,24.615384615384617,4.371875,13.0,49.0,130.0,64,17,34,64,12,26,31,5,1,1,12,23,3,3,0,0,0,3,0
1774,404.0,211.0,228.0,23.764705882352942,5.0495049504950495,17.0,103.0,128.0,104,39,34,73,13,22,33,27,0,0,16,20,2,5,0,1,2,5,0
1775,368.0,191.0,187.0,19.36842105263158,4.519021739130435,19.0,75.0,150.0,85,21,35,73,11,17,33,23,0,0,18,10,0,0,0,0,0,0,0
1776,390.0,194.0,199.0,20.526315789473685,4.392307692307693,19.0,67.0,153.0,84,22,46,85,17,27,22,11,2,0,18,10,0,1,0,0,0,1,0
1777,604.0,267.0,282.0,20.82758620689655,4.346026490066225,29.0,101.0,253.0,113,22,75,127,31,46,58,19,0,0,28,34,2,0,0,0,0,0,0
1778,116.0,76.0,59.0,29.0,4.456896551724138,4.0,18.0,42.0,31,3,6,21,5,12,11,5,0,0,3,1,0,0,0,0,0,0,0
1779,438.0,249.0,236.0,16.22222222222222,4.525114155251141,27.0,84.0,164.0,88,35,42,85,21,33,30,54,2,1,26,27,2,7,0,0,0,2,0
1780,463.0,253.0,264.0,17.807692307692307,5.0,26.0,104.0,169.0,106,39,38,95,15,26,44,60,4,0,25,20,2,0,0,0,0,0,0
1781,454.0,228.0,229.0,19.73913043478261,4.286343612334802,23.0,73.0,191.0,100,22,54,94,14,29,41,14,5,0,22,17,0,6,0,0,0,1,0
1782,331.0,185.0,169.0,17.42105263157895,4.595166163141994,19.0,77.0,130.0,88,16,28,66,13,22,21,4,0,0,18,18,1,4,0,0,0,0,0
1783,497.0,237.0,252.0,22.59090909090909,4.21327967806841,22.0,67.0,186.0,98,34,59,106,17,36,33,17,3,0,21,7,1,0,0,0,0,0,0
1784,200.0,125.0,107.0,11.11111111111111,4.46,18.0,40.0,84.0,52,8,15,48,9,9,19,4,1,0,17,3,2,0,0,0,0,0,0
1785,291.0,114.0,131.0,15.31578947368421,4.646048109965636,19.0,56.0,106.0,79,9,34,54,15,13,25,0,0,0,18,0,0,0,0,0,0,0,0
1786,15.0,14.0,8.0,15.0,3.8,1.0,2.0,8.0,2,4,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1787,214.0,131.0,115.0,11.263157894736842,4.228971962616822,19.0,36.0,103.0,47,18,22,41,14,15,19,4,2,0,18,0,0,0,0,0,0,3,0
2978,476.0,227.0,248.0,21.636363636363637,4.5021008403361344,22.0,70.0,165.0,104,29,32,98,25,36,40,26,1,0,21,15,0,0,0,0,0,0,0
2979,168.0,81.0,73.0,42.0,3.9642857142857144,4.0,24.0,78.0,33,16,12,45,2,7,15,4,0,0,3,5,0,0,0,0,0,2,0
2980,220.0,129.0,107.0,20.0,4.2272727272727275,11.0,33.0,89.0,46,17,30,43,8,15,23,11,0,0,10,12,4,0,0,0,0,1,0
2981,466.0,209.0,237.0,14.5625,4.675965665236052,32.0,104.0,180.0,97,23,35,122,16,30,44,2,4,0,31,22,0,0,0,0,0,0,0
2982,422.0,251.0,232.0,12.411764705882353,4.507109004739337,34.0,72.0,151.0,99,23,42,95,20,24,40,8,0,1,33,25,1,0,0,2,0,0,0
2983,322.0,177.0,171.0,12.88,4.409937888198757,25.0,60.0,128.0,70,26,32,60,13,13,32,22,1,0,24,17,0,0,0,0,0,1,0
2984,520.0,271.0,265.0,26.0,4.832692307692308,20.0,128.0,206.0,117,41,21,111,18,24,61,38,1,0,19,32,5,0,0,4,0,0,0
2985,784.0,285.0,327.0,22.4,4.095663265306122,35.0,91.0,333.0,143,36,73,153,16,63,105,3,6,1,34,21,1,0,0,0,0,0,0
2986,331.0,169.0,159.0,17.42105263157895,4.764350453172206,19.0,94.0,130.0,72,31,17,68,8,21,35,9,1,0,18,20,0,0,0,0,0,0,0
2987,378.0,201.0,177.0,18.9,4.349206349206349,20.0,60.0,151.0,68,15,38,81,13,34,52,1,1,0,19,21,3,1,0,2,0,0,0
2988,333.0,150.0,142.0,20.8125,4.114114114114114,16.0,41.0,138.0,59,17,29,76,16,23,42,4,1,0,15,13,2,0,0,0,0,0,0
2989,315.0,176.0,151.0,16.57894736842105,4.368253968253968,19.0,63.0,131.0,67,12,25,81,14,18,27,0,1,0,18,14,0,0,0,0,0,1,0
2990,485.0,247.0,232.0,17.321428571428573,4.544329896907216,28.0,99.0,192.0,85,30,40,101,13,33,50,35,1,0,27,14,0,1,0,1,0,0,0
2991,330.0,177.0,147.0,25.384615384615383,4.178787878787879,13.0,43.0,130.0,71,21,33,59,14,19,32,6,0,1,12,13,0,0,0,0,0,1,0
2992,93.0,62.0,42.0,18.6,4.924731182795699,5.0,26.0,33.0,20,6,7,23,1,5,11,0,0,0,4,5,0,0,0,1,0,0,0
2993,355.0,203.0,186.0,19.72222222222222,4.453521126760563,18.0,60.0,130.0,71,35,26,73,11,17,35,12,3,0,17,13,3,0,0,0,0,0,0
2994,656.0,231.0,313.0,16.4,4.25,40.0,96.0,271.0,129,37,72,132,39,49,59,34,3,0,39,12,0,0,0,0,0,0,0
2995,329.0,151.0,160.0,29.90909090909091,4.589665653495441,11.0,66.0,123.0,66,21,31,75,17,22,21,0,2,0,10,28,2,0,0,0,0,0,0
2996,148.0,104.0,82.0,24.666666666666668,5.202702702702703,6.0,37.0,51.0,23,10,8,28,5,8,18,46,0,0,5,21,0,0,0,0,0,0,0
2997,333.0,144.0,160.0,15.136363636363637,4.246246246246246,22.0,37.0,131.0,74,20,26,76,11,24,23,0,1,0,21,14,0,0,0,0,0,0,0
2998,319.0,143.0,129.0,26.583333333333332,3.7523510971786833,12.0,26.0,148.0,56,13,45,78,12,19,25,0,0,0,11,6,0,0,0,0,0,0,0
2999,289.0,124.0,137.0,15.210526315789474,4.28719723183391,19.0,38.0,105.0,39,18,37,67,13,11,25,26,1,0,18,5,0,0,0,0,0,0,0
3000,196.0,129.0,92.0,19.6,4.581632653061225,10.0,38.0,82.0,40,12,19,40,9,14,17,19,0,0,9,13,0,0,1,0,0,2,0
3001,514.0,210.0,232.0,27.05263157894737,4.19455252918288,19.0,73.0,214.0,94,34,55,118,23,26,40,14,2,0,18,17,4,0,0,0,0,2,0
3002,494.0,234.0,261.0,20.583333333333332,4.538461538461538,24.0,76.0,156.0,90,30,43,122,14,36,41,38,0,0,23,34,0,0,0,1,0,1,0
3003,393.0,218.0,181.0,21.833333333333332,4.582697201017812,18.0,80.0,158.0,83,36,26,70,20,15,46,8,2,0,17,11,0,0,0,1,0,0,0
3004,198.0,128.0,107.0,18.0,4.777777777777778,11.0,51.0,65.0,42,17,15,46,9,11,10,2,0,0,10,1,0,0,0,0,0,0,0
3005,83.0,60.0,47.0,13.833333333333334,4.554216867469879,6.0,17.0,29.0,18,6,7,16,3,5,5,4,1,0,5,0,0,0,0,0,0,0,0
3006,277.0,165.0,139.0,19.785714285714285,4.404332129963899,14.0,51.0,112.0,53,9,38,62,14,13,19,1,5,0,13,11,2,0,0,3,0,0,0
3007,284.0,153.0,127.0,14.2,4.366197183098592,20.0,52.0,114.0,46,18,33,63,12,31,19,0,3,0,19,8,1,0,0,0,0,0,0
3008,425.0,208.0,191.0,10.897435897435898,4.0988235294117645,39.0,59.0,202.0,69,28,56,101,9,31,40,1,2,0,38,22,0,0,1,0,0,0,0
3009,347.0,157.0,172.0,21.6875,4.953890489913545,16.0,89.0,114.0,71,34,20,70,12,25,27,6,0,0,15,19,1,0,0,0,0,0,0
3010,172.0,96.0,85.0,21.5,4.488372093023256,8.0,20.0,51.0,38,12,6,35,4,12,27,5,0,0,7,10,0,0,0,0,0,0,0
3011,400.0,207.0,184.0,18.181818181818183,4.22,22.0,50.0,153.0,58,24,58,95,10,28,28,28,1,0,21,18,2,0,0,1,0,1,0
3012,296.0,143.0,132.0,16.444444444444443,4.246621621621622,18.0,49.0,133.0,53,15,40,74,8,16,24,0,0,0,17,12,4,0,0,0,0,0,0
3013,434.0,214.0,204.0,16.692307692307693,4.592165898617512,26.0,96.0,171.0,85,31,33,103,5,32,41,11,1,0,25,14,2,0,0,0,0,0,0
3014,374.0,179.0,163.0,20.77777777777778,4.36096256684492,18.0,56.0,151.0,74,23,34,85,17,17,32,4,1,0,17,20,3,0,0,1,0,0,0
3015,372.0,205.0,190.0,19.57894736842105,4.631720430107527,19.0,78.0,138.0,83,29,19,73,12,21,39,3,3,0,18,8,4,0,0,2,0,0,0
3016,312.0,153.0,152.0,17.333333333333332,4.551282051282051,18.0,61.0,118.0,76,19,13,53,7,22,44,5,3,0,17,14,0,0,0,0,0,0,0
3017,438.0,238.0,207.0,19.043478260869566,4.728310502283105,23.0,104.0,175.0,87,24,28,89,21,31,53,19,1,0,22,26,0,0,0,0,0,0,0
3018,448.0,195.0,216.0,21.333333333333332,4.435267857142857,21.0,71.0,162.0,104,19,35,93,25,37,50,7,0,0,20,14,1,0,0,0,0,0,0
3019,305.0,136.0,135.0,14.523809523809524,4.872131147540983,21.0,84.0,107.0,74,21,24,55,12,17,30,1,1,0,20,11,0,0,0,0,0,0,0
3020,729.0,326.0,354.0,18.225,4.3717421124828535,40.0,112.0,276.0,147,46,82,162,54,39,53,43,2,1,39,10,3,4,0,0,0,1,0
3021,520.0,248.0,241.0,20.8,4.211538461538462,25.0,66.0,228.0,102,23,54,109,28,26,51,5,1,0,24,20,2,5,0,0,0,0,0
3022,321.0,197.0,164.0,13.375,4.604361370716511,24.0,65.0,128.0,80,29,23,69,5,14,36,16,2,0,23,16,0,0,0,1,0,3,0
3023,274.0,146.0,129.0,17.125,4.405109489051095,16.0,45.0,100.0,43,17,41,62,15,20,16,31,1,0,15,16,0,0,0,0,0,1,0
3024,668.0,310.0,323.0,23.03448275862069,4.459580838323354,29.0,121.0,275.0,119,42,68,151,25,41,47,44,2,0,28,19,2,0,0,0,0,0,0
3025,293.0,169.0,146.0,26.636363636363637,4.621160409556314,11.0,67.0,120.0,66,25,18,54,21,22,19,1,1,0,10,14,2,0,0,0,0,0,0
3026,373.0,217.0,183.0,21.941176470588236,4.289544235924933,17.0,52.0,153.0,69,17,42,88,15,33,44,3,3,0,16,23,9,0,0,0,0,0,0
3027,339.0,181.0,178.0,17.842105263157894,4.536873156342183,19.0,75.0,134.0,81,36,23,61,10,16,34,9,2,0,18,15,0,0,0,0,0,0,0
3028,502.0,251.0,240.0,19.307692307692307,4.772908366533865,26.0,115.0,193.0,112,32,25,109,20,36,43,13,3,0,25,31,4,0,0,5,0,0,0
3029,285.0,150.0,135.0,15.0,3.8280701754385964,19.0,26.0,135.0,57,21,39,58,9,16,22,2,0,0,18,0,0,0,0,0,0,0,0
3030,381.0,197.0,188.0,15.24,4.459317585301838,25.0,53.0,144.0,75,42,17,64,21,24,40,16,1,0,24,19,0,0,0,0,0,0,0
3031,234.0,126.0,116.0,18.0,4.717948717948718,13.0,44.0,65.0,68,12,13,36,5,15,27,0,0,0,12,10,0,0,0,0,0,0,0
3032,479.0,198.0,230.0,22.80952380952381,4.6054279749478075,21.0,104.0,183.0,107,24,28,110,19,29,42,1,2,0,20,21,0,0,0,0,0,0,0
3033,621.0,250.0,286.0,14.113636363636363,4.14975845410628,44.0,78.0,276.0,126,33,69,129,31,40,43,3,2,0,43,16,5,0,0,0,0,0,3
3034,736.0,334.0,368.0,22.303030303030305,4.711956521739131,33.0,154.0,274.0,167,50,53,152,37,36,58,31,1,0,32,39,1,0,0,2,0,5,0
3035,138.0,93.0,63.0,17.25,4.3768115942028984,8.0,28.0,56.0,26,7,13,35,4,9,14,0,0,0,7,3,0,0,0,0,0,0,0
3036,264.0,165.0,131.0,22.0,4.496212121212121,12.0,58.0,103.0,57,17,27,61,12,18,21,1,0,0,11,10,5,0,0,0,0,0,0
3037,466.0,252.0,221.0,17.25925925925926,4.560085836909871,27.0,96.0,167.0,102,29,40,86,14,23,51,11,0,0,26,9,3,1,0,0,0,1,0
3038,92.0,56.0,38.0,18.4,4.076086956521739,5.0,14.0,47.0,20,8,2,14,3,5,18,0,0,0,4,1,0,0,0,0,0,0,0
3039,232.0,127.0,115.0,29.0,4.448275862068965,8.0,44.0,82.0,54,13,19,48,8,10,26,0,0,0,7,2,0,0,1,0,0,0,0
3040,397.0,231.0,187.0,26.466666666666665,4.392947103274559,15.0,68.0,162.0,76,25,52,90,22,36,31,3,0,0,14,30,2,0,0,1,0,0,0
3041,533.0,279.0,280.0,12.395348837209303,4.5966228893058165,43.0,100.0,199.0,125,40,41,127,29,22,44,6,2,0,42,11,0,0,0,1,0,0,0
3042,295.0,166.0,146.0,15.526315789473685,4.508474576271187,19.0,55.0,122.0,68,20,19,61,7,11,35,27,3,0,18,7,1,1,0,0,0,0,0
3043,273.0,176.0,130.0,13.0,4.549450549450549,21.0,54.0,106.0,52,20,37,63,13,29,17,5,0,0,20,18,3,1,0,0,0,0,0
3044,248.0,144.0,116.0,16.533333333333335,4.25,15.0,34.0,99.0,53,10,27,50,8,14,27,9,1,0,14,6,0,0,0,0,0,2,0
3045,357.0,204.0,174.0,13.222222222222221,4.322128851540616,27.0,49.0,144.0,74,21,27,72,14,24,43,3,0,0,26,23,4,2,0,0,0,0,0
3046,233.0,122.0,106.0,17.923076923076923,4.454935622317596,13.0,39.0,92.0,52,16,21,43,21,12,13,1,0,0,12,16,0,0,0,0,0,0,0
3047,290.0,170.0,142.0,19.333333333333332,4.724137931034483,15.0,62.0,97.0,52,26,24,63,15,19,18,2,1,0,14,7,0,0,0,0,0,0,0
3048,530.0,260.0,247.0,13.947368421052632,4.020754716981132,38.0,64.0,245.0,87,36,64,125,11,34,42,10,9,0,37,15,0,0,0,0,0,0,0
3049,308.0,144.0,139.0,17.11111111111111,4.626623376623376,18.0,70.0,117.0,74,29,14,55,20,13,29,3,3,1,17,10,1,0,0,0,0,0,0
3050,323.0,154.0,146.0,11.962962962962964,4.352941176470588,27.0,56.0,158.0,67,23,32,58,30,10,33,13,1,1,26,10,1,0,0,0,0,0,0
3051,421.0,226.0,194.0,19.136363636363637,4.684085510688836,22.0,108.0,174.0,90,29,30,90,10,18,47,1,3,0,21,18,3,0,0,0,0,2,0
3052,393.0,202.0,171.0,18.714285714285715,4.206106870229007,21.0,67.0,180.0,75,23,55,82,10,24,34,3,1,0,20,18,0,0,0,1,0,0,0
3053,367.0,166.0,173.0,21.58823529411765,4.204359673024523,17.0,63.0,166.0,64,22,46,73,9,32,27,5,2,0,16,19,3,0,0,0,0,0,0
3054,423.0,199.0,220.0,26.4375,4.716312056737588,16.0,85.0,138.0,83,36,35,106,15,33,43,24,1,0,15,25,9,0,1,1,1,0,0
3055,309.0,160.0,154.0,20.6,4.275080906148867,15.0,52.0,132.0,71,15,23,76,20,14,24,8,1,0,14,5,1,0,0,0,0,0,0
3056,321.0,179.0,163.0,20.0625,4.753894080996885,16.0,79.0,117.0,76,31,14,53,16,16,37,2,2,0,15,19,0,0,0,0,0,0,0
3057,118.0,81.0,50.0,14.75,4.3559322033898304,8.0,22.0,52.0,16,9,17,35,7,12,6,0,0,0,7,3,0,0,0,0,0,0,0
3058,369.0,179.0,169.0,16.772727272727273,4.517615176151762,22.0,78.0,158.0,78,25,31,76,17,19,37,5,0,1,21,14,2,0,0,1,0,0,0
3059,352.0,178.0,156.0,19.555555555555557,4.3664772727272725,18.0,54.0,149.0,75,11,27,81,14,34,25,4,1,0,17,12,1,0,0,0,0,0,0
3060,368.0,145.0,179.0,18.4,4.578804347826087,20.0,81.0,138.0,80,40,30,83,4,29,39,6,3,0,19,1,0,0,0,0,0,0,0
3061,309.0,155.0,151.0,22.071428571428573,4.744336569579288,14.0,64.0,100.0,58,19,35,70,14,30,22,10,1,0,13,16,1,0,0,0,0,0,0
3062,319.0,168.0,167.0,14.5,4.921630094043887,22.0,78.0,97.0,58,26,19,84,10,20,20,11,1,0,21,6,0,0,0,0,0,0,0
3063,353.0,183.0,183.0,25.214285714285715,4.7507082152974505,14.0,85.0,143.0,90,31,20,71,15,11,34,6,3,0,13,21,1,0,1,3,0,0,0
3064,338.0,149.0,151.0,21.125,4.14792899408284,16.0,47.0,142.0,50,27,26,83,14,28,28,10,0,0,15,9,0,0,0,0,0,0,0
3065,131.0,92.0,60.0,14.555555555555555,4.99236641221374,9.0,39.0,46.0,21,10,11,30,3,7,13,0,0,0,8,3,0,0,0,0,0,1,0
3066,71.0,48.0,28.0,35.5,4.352112676056338,2.0,13.0,31.0,13,1,4,14,2,8,12,1,0,0,1,4,0,0,0,0,0,0,0
3067,423.0,166.0,184.0,18.391304347826086,4.583924349881797,23.0,90.0,168.0,83,30,43,74,16,29,28,8,1,0,22,8,2,0,0,1,0,0,0
3068,241.0,105.0,97.0,15.0625,4.5062240663900415,16.0,36.0,109.0,56,10,19,46,9,5,26,1,0,0,15,7,0,0,0,0,0,0,0
3069,624.0,260.0,268.0,18.352941176470587,4.134615384615385,34.0,79.0,279.0,112,34,78,133,34,29,66,7,4,0,33,5,1,0,0,0,0,0,0
3070,281.0,146.0,135.0,21.615384615384617,4.633451957295374,13.0,68.0,107.0,51,24,28,76,10,24,13,3,1,1,12,18,0,0,0,0,0,0,0
3071,294.0,175.0,151.0,17.294117647058822,4.846938775510204,17.0,74.0,114.0,64,17,27,67,16,18,28,11,0,0,16,15,1,0,0,0,0,0,0
3072,698.0,277.0,311.0,18.36842105263158,4.1461318051575935,38.0,95.0,307.0,117,27,89,149,35,72,60,0,8,0,37,24,3,2,0,0,0,0,2
3073,1064.0,458.0,539.0,20.46153846153846,4.715225563909774,52.0,247.0,418.0,247,70,83,211,28,56,114,26,6,0,51,16,12,0,0,0,0,1,0
3074,591.0,301.0,284.0,25.695652173913043,4.5549915397631136,23.0,131.0,246.0,146,39,49,102,21,20,70,19,5,0,22,18,1,0,0,0,0,0,0
3075,623.0,312.0,313.0,24.92,4.640449438202247,25.0,129.0,221.0,139,43,32,122,12,34,81,13,4,0,24,19,1,0,0,0,0,0,0
3076,336.0,155.0,157.0,16.0,4.339285714285714,21.0,58.0,149.0,68,17,20,82,11,14,39,3,0,1,20,10,0,0,0,0,0,0,1
3077,599.0,311.0,330.0,19.966666666666665,4.794657762938231,30.0,137.0,226.0,119,45,42,107,28,28,66,53,9,0,29,25,2,0,0,2,0,7,0
3078,451.0,183.0,201.0,25.055555555555557,4.135254988913526,18.0,52.0,196.0,85,31,43,95,31,29,50,0,3,0,17,10,1,0,0,0,0,0,1
3079,424.0,173.0,174.0,22.31578947368421,4.058962264150943,19.0,47.0,190.0,68,18,45,93,16,32,40,3,0,0,18,17,7,0,0,0,0,0,0
3080,455.0,255.0,231.0,14.21875,4.608791208791208,32.0,89.0,167.0,86,23,48,100,11,33,53,7,2,0,31,20,0,0,1,0,1,3,1
3081,324.0,185.0,165.0,19.058823529411764,4.4753086419753085,17.0,54.0,120.0,72,32,29,64,16,14,31,24,0,0,16,13,1,0,0,0,0,0,0
3082,239.0,125.0,112.0,14.9375,5.0,16.0,49.0,87.0,53,28,15,45,7,15,24,3,1,0,15,7,0,0,0,0,0,0,0
3083,313.0,141.0,159.0,20.866666666666667,4.5910543130990416,15.0,62.0,121.0,69,19,27,75,7,18,39,0,0,0,14,10,0,0,0,0,0,0,0
3084,472.0,233.0,210.0,18.88,4.302966101694915,25.0,83.0,191.0,81,37,52,99,18,29,46,2,1,1,24,10,1,0,0,0,0,0,0
3085,182.0,94.0,75.0,14.0,4.263736263736264,13.0,30.0,77.0,35,10,20,39,6,9,22,0,0,0,12,8,0,0,0,0,0,0,0
3086,119.0,64.0,56.0,13.222222222222221,4.243697478991597,9.0,10.0,38.0,21,4,8,29,5,4,17,1,0,1,8,1,0,0,0,0,0,0,0
3087,153.0,105.0,80.0,30.6,4.751633986928105,5.0,38.0,63.0,0,1,4,9,0,1,1,137,0,0,4,15,3,0,0,0,0,0,0
3088,335.0,139.0,152.0,12.884615384615385,4.3552238805970145,26.0,61.0,140.0,87,19,18,68,9,12,40,1,0,0,25,6,0,0,0,0,0,0,0
3089,306.0,173.0,156.0,25.5,4.787581699346405,12.0,76.0,123.0,57,26,20,73,17,20,29,4,0,0,11,19,2,0,1,0,0,0,0
3090,363.0,146.0,164.0,13.961538461538462,4.355371900826446,26.0,47.0,150.0,57,27,34,83,6,30,30,8,0,0,25,12,0,0,0,0,0,3,0
3091,175.0,106.0,83.0,19.444444444444443,4.44,9.0,26.0,57.0,42,10,9,27,4,11,25,0,1,0,8,7,0,0,0,0,0,0,0
