Kincaid,ARI,Coleman_Liau,LIX,Flesch_Reading_Ease,Gunning_Fog,SMOG,RIX,Dale_Chall,characters_word,syll_word,wordtypes,words_sentence,words,sentences,sentences_paragraph,complex_words,type_token_ratio,characters,syllables,paragraphs,long_words,complex_dc,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization
9.3,9.3,8.53,39.87,61.26,9.54,11.7,3.65,7.04,4.097799511002445,1.3251833740831296,184.0,20.45,409.0,20.0,20.0,48.0,0.8973105134474327,1676.0,542.0,1.0,73.0,7.04,16,2,16,37,49,50
5.0,5.0,6.19,29.82,77.74,6.1,9.1,1.64,6.14,3.667590027700831,1.146814404432133,139.0,12.448275862068966,361.0,29.0,29.0,26.0,0.817174515235457,1324.0,414.0,1.0,45.0,6.14,21,11,15,39,32,28
6.7,5.8,7.12,33.01,67.96,6.58,10.3,2.31,6.3,3.8836805555555554,1.2760416666666667,244.0,13.395348837209303,576.0,43.0,43.0,52.0,0.859375,2237.0,735.0,1.0,95.0,6.3,33,13,21,55,54,49
5.8,6.8,6.49,33.84,81.22,7.41,9.5,2.4,6.66,3.7725225225225225,1.15990990990991,181.0,17.76,444.0,25.0,25.0,37.0,0.8648648648648649,1675.0,515.0,1.0,59.0,6.66,27,18,17,51,41,39
7.6,8.2,7.65,36.22,70.94,8.48,9.4,2.89,7.44,4.005509641873278,1.2424242424242424,177.0,19.105263157894736,363.0,19.0,19.0,42.0,0.8980716253443526,1454.0,451.0,1.0,55.0,7.44,23,14,25,40,31,36
7.6,8.6,8.18,36.81,71.04,8.79,10.6,3.08,7.48,4.096280087527353,1.288840262582057,210.0,19.041666666666668,457.0,24.0,24.0,54.0,0.899343544857768,1872.0,589.0,1.0,74.0,7.48,27,12,16,41,46,48
7.3,7.4,7.25,32.01,71.85,8.05,10.1,2.31,6.86,3.9553264604811,1.268041237113402,165.0,18.1875,291.0,16.0,16.0,29.0,0.8969072164948454,1151.0,369.0,1.0,36.0,6.86,17,9,15,16,25,21
7.3,7.6,7.25,34.2,71.85,7.75,11.5,2.71,7.15,3.859315589353612,1.2395437262357414,125.0,18.785714285714285,263.0,14.0,14.0,25.0,0.8669201520912547,1015.0,326.0,1.0,38.0,7.15,7,2,6,22,27,32
6.4,6.6,7.01,29.33,74.08,7.87,9.8,1.86,6.98,3.8051948051948052,1.2034632034632036,128.0,13.588235294117647,231.0,17.0,17.0,22.0,0.8528138528138528,879.0,278.0,1.0,26.0,6.98,14,7,18,19,18,10
19.7,24.6,6.52,64.78,50.4,22.13,13.7,5.44,8.14,3.761996161228407,1.163147792706334,191.0,52.1,521.0,10.0,10.0,26.0,0.9347408829174664,1960.0,606.0,1.0,49.0,8.14,41,17,26,48,63,33
9.6,9.2,9.51,42.25,54.93,9.2,12.9,3.76,6.29,4.329815303430079,1.4722955145118735,163.0,18.95,379.0,20.0,20.0,35.0,0.9050131926121372,1641.0,558.0,1.0,79.0,6.29,29,13,13,35,44,48
8.8,9.6,6.51,34.65,73.41,10.97,9.9,2.42,7.35,3.8106312292358804,1.1827242524916943,161.0,25.083333333333332,301.0,12.0,12.0,26.0,0.920265780730897,1147.0,356.0,1.0,29.0,7.35,32,5,16,20,27,14
8.1,7.8,8.86,38.97,58.89,8.6,10.9,2.39,7.73,4.03757225433526,1.3034682080924855,174.0,15.043478260869565,346.0,23.0,23.0,53.0,0.8265895953757225,1397.0,451.0,1.0,55.0,7.73,29,11,21,18,23,36
11.3,12.7,11.37,49.73,50.57,10.57,13.0,5.2,7.72,4.556521739130435,1.391304347826087,65.0,23.0,115.0,5.0,5.0,14.0,0.8956521739130435,524.0,160.0,1.0,26.0,7.72,4,0,10,6,17,18
10.7,10.9,8.41,44.66,57.61,9.94,12.8,4.5,6.16,4.1947368421052635,1.4,124.0,23.75,380.0,16.0,16.0,22.0,0.9263157894736842,1594.0,532.0,1.0,72.0,6.16,32,14,16,53,47,54
6.4,6.8,7.53,30.27,74.29,6.96,10.1,2.05,6.2,3.981132075471698,1.2641509433962264,211.0,15.756756756756756,583.0,37.0,37.0,45.0,0.8799313893653516,2321.0,737.0,1.0,76.0,6.2,34,17,24,48,60,56
10.7,11.2,10.5,44.25,52.19,9.71,13.1,4.69,7.64,4.358600583090379,1.4548104956268222,153.0,21.4375,343.0,16.0,16.0,45.0,0.8862973760932945,1495.0,499.0,1.0,75.0,7.64,13,7,14,22,37,51
5.4,5.5,6.65,29.58,76.82,6.44,9.4,1.64,6.28,3.8095238095238093,1.1957671957671958,159.0,13.5,378.0,28.0,28.0,35.0,0.843915343915344,1440.0,452.0,1.0,45.0,6.28,37,18,12,49,32,28
6.8,7.0,8.63,36.52,67.65,6.78,10.4,2.61,7.0,4.236139630390143,1.353182751540041,206.0,13.527777777777779,487.0,36.0,36.0,60.0,0.891170431211499,2063.0,659.0,1.0,94.0,7.0,35,13,16,20,42,57
12.2,13.2,5.53,39.35,64.58,13.22,8.8,2.0,6.8,3.4617486338797816,1.1092896174863387,110.0,36.6,366.0,10.0,10.0,23.0,0.8688524590163934,1267.0,406.0,1.0,18.0,6.8,22,8,9,21,55,9
6.4,6.0,7.52,33.22,68.87,5.58,9.3,2.03,6.78,3.961038961038961,1.238961038961039,202.0,12.833333333333334,385.0,30.0,30.0,34.0,0.8493506493506493,1525.0,477.0,1.0,60.0,6.78,9,2,6,28,34,30
7.7,7.6,8.34,39.12,65.42,7.05,10.9,3.16,5.86,4.221476510067114,1.332214765100671,134.0,15.68421052631579,298.0,19.0,19.0,20.0,0.9093959731543624,1258.0,397.0,1.0,60.0,5.86,22,11,6,33,34,33
7.6,8.6,9.33,41.17,65.62,8.71,10.9,3.26,7.62,4.154639175257732,1.2920962199312716,251.0,17.11764705882353,582.0,34.0,34.0,88.0,0.8505154639175257,2418.0,752.0,1.0,120.0,7.62,19,8,13,54,63,71
20.3,23.2,5.88,63.41,43.26,21.88,14.0,5.4,7.81,3.763837638376384,1.2214022140221403,122.0,54.2,271.0,5.0,5.0,15.0,0.974169741697417,1020.0,331.0,1.0,27.0,7.81,19,10,11,38,33,18
7.1,6.3,7.12,31.27,67.04,7.37,9.6,1.91,7.31,3.895705521472393,1.2638036809815951,94.0,13.583333333333334,163.0,12.0,12.0,22.0,0.8588957055214724,635.0,206.0,1.0,22.0,7.31,13,1,6,13,12,17
8.5,8.6,8.52,36.95,63.19,8.57,11.1,3.19,6.43,4.121621621621622,1.3141891891891893,145.0,18.5,296.0,16.0,16.0,26.0,0.8918918918918919,1220.0,389.0,1.0,51.0,6.43,21,6,16,21,29,27
7.9,8.2,8.4,36.53,64.81,8.17,10.2,2.64,7.07,3.9857723577235773,1.2296747967479675,215.0,17.571428571428573,492.0,28.0,28.0,56.0,0.8455284552845529,1961.0,605.0,1.0,73.0,7.07,25,11,24,39,45,39
9.1,10.7,10.84,39.61,56.25,8.66,10.4,3.05,8.23,4.161209068010075,1.2594458438287153,191.0,18.904761904761905,397.0,21.0,21.0,63.0,0.7959697732997482,1652.0,500.0,1.0,64.0,8.23,7,2,9,22,24,38
9.0,9.8,7.43,34.4,67.28,9.28,10.5,2.67,7.19,3.8333333333333335,1.2013888888888888,74.0,24.0,144.0,6.0,6.0,12.0,0.8680555555555556,552.0,173.0,1.0,15.0,7.19,13,7,6,13,17,14
9.7,11.4,10.56,45.7,60.14,10.21,12.6,4.76,7.7,4.435967302452316,1.3814713896457766,185.0,21.58823529411765,367.0,17.0,17.0,50.0,0.9046321525885559,1628.0,507.0,1.0,81.0,7.7,19,3,17,28,39,40
7.0,6.8,6.84,32.8,72.66,7.38,10.3,2.32,6.17,3.8217054263565893,1.2041343669250646,166.0,16.82608695652174,387.0,23.0,23.0,26.0,0.8785529715762274,1479.0,466.0,1.0,51.0,6.17,19,6,15,44,31,21
4.7,4.8,5.5,28.76,83.86,6.04,9.1,1.83,6.54,3.7126436781609193,1.1867816091954022,156.0,13.92,348.0,25.0,25.0,29.0,0.8793103448275862,1292.0,413.0,1.0,44.0,6.54,28,8,11,28,35,34
6.4,6.5,7.24,33.02,74.29,7.47,9.9,2.17,6.97,4.010791366906475,1.2661870503597121,156.0,15.444444444444445,278.0,18.0,18.0,25.0,0.9028776978417267,1115.0,352.0,1.0,38.0,6.97,15,7,10,23,24,22
15.2,16.7,7.38,52.9,51.25,16.83,15.1,5.6,7.7,3.9238578680203045,1.3096446700507614,102.0,39.4,197.0,5.0,5.0,20.0,0.9289340101522843,773.0,258.0,1.0,28.0,7.7,8,4,10,18,27,17
5.6,5.3,5.04,28.54,81.53,7.13,9.4,1.79,5.97,3.6462167689161555,1.2065439672801637,187.0,16.862068965517242,489.0,29.0,29.0,31.0,0.8977505112474438,1783.0,590.0,1.0,52.0,5.97,51,16,19,54,42,32
15.9,18.9,7.16,55.01,54.94,17.33,10.1,5.67,8.1,3.797794117647059,1.1580882352941178,111.0,45.333333333333336,272.0,6.0,6.0,20.0,0.9117647058823529,1033.0,315.0,1.0,34.0,8.1,17,7,11,37,20,26
13.3,15.3,8.14,47.55,56.12,13.98,12.2,3.5,7.58,3.937062937062937,1.2377622377622377,81.0,35.75,143.0,4.0,4.0,12.0,0.8881118881118881,563.0,177.0,1.0,14.0,7.58,7,5,7,14,17,12
9.4,10.2,6.1,39.34,71.78,11.25,12.0,3.46,6.58,3.7062146892655368,1.192090395480226,136.0,27.23076923076923,354.0,13.0,13.0,20.0,0.9067796610169492,1312.0,422.0,1.0,43.0,6.58,28,10,12,41,35,33
5.0,4.7,6.01,29.3,77.84,5.56,9.3,1.7,5.94,3.815,1.1975,153.0,12.121212121212121,400.0,33.0,33.0,31.0,0.86,1526.0,479.0,1.0,56.0,5.94,34,17,13,50,30,38
9.9,9.9,8.07,40.6,59.53,10.9,12.4,3.69,7.33,3.9618528610354224,1.2888283378746594,179.0,22.9375,367.0,16.0,16.0,44.0,0.8773841961852861,1454.0,473.0,1.0,59.0,7.33,20,11,21,36,40,35
6.3,6.8,6.03,32.43,79.7,7.88,8.8,2.47,6.49,3.706849315068493,1.167123287671233,179.0,19.210526315789473,365.0,19.0,19.0,27.0,0.8821917808219178,1353.0,426.0,1.0,46.0,6.49,21,10,11,33,41,30
5.4,6.0,7.29,32.45,76.82,5.96,8.7,2.08,6.25,3.9166666666666665,1.2113095238095237,146.0,13.44,336.0,25.0,25.0,26.0,0.8482142857142857,1316.0,407.0,1.0,52.0,6.25,16,10,14,23,28,27
8.0,9.6,8.58,38.54,69.92,9.14,9.7,3.27,8.29,4.064695009242144,1.2310536044362292,268.0,20.807692307692307,541.0,26.0,26.0,87.0,0.8724584103512015,2199.0,666.0,1.0,85.0,8.29,28,11,17,30,63,50
4.9,4.6,5.21,26.13,83.56,5.85,8.1,1.5,5.98,3.7216494845360826,1.1786941580756014,123.0,14.55,291.0,20.0,20.0,18.0,0.8969072164948454,1083.0,343.0,1.0,30.0,5.98,31,12,10,24,25,22
8.5,9.3,7.89,34.64,68.7,8.88,11.5,2.79,6.09,3.998076923076923,1.2557692307692307,161.0,22.608695652173914,520.0,23.0,23.0,31.0,0.8961538461538462,2079.0,653.0,1.0,68.0,6.09,35,10,19,38,56,42
8.7,10.4,8.88,39.15,68.2,9.63,10.1,3.5,7.79,4.12639405204461,1.2342007434944238,144.0,22.416666666666668,269.0,12.0,12.0,35.0,0.8884758364312267,1110.0,332.0,1.0,42.0,7.79,14,5,14,31,23,26
7.4,6.8,7.76,33.98,66.23,7.88,10.0,2.42,7.24,4.0083857442348005,1.2914046121593292,224.0,15.387096774193548,477.0,31.0,31.0,59.0,0.8805031446540881,1912.0,616.0,1.0,75.0,7.24,21,6,23,44,47,37
6.6,6.2,7.46,29.88,68.36,6.11,8.5,1.83,6.65,3.995833333333333,1.2583333333333333,125.0,12.631578947368421,240.0,19.0,19.0,26.0,0.8583333333333333,959.0,302.0,1.0,33.0,6.65,16,3,5,16,27,20
9.6,10.7,9.28,43.2,60.45,9.92,10.7,4.0,7.56,3.9833333333333334,1.21,136.0,23.076923076923077,300.0,13.0,13.0,38.0,0.8333333333333334,1195.0,363.0,1.0,52.0,7.56,28,12,8,26,27,28
9.2,9.6,10.14,40.02,56.05,9.88,12.5,3.44,7.85,4.343949044585988,1.4203821656050954,103.0,17.444444444444443,157.0,9.0,9.0,25.0,0.8726114649681529,682.0,223.0,1.0,31.0,7.85,12,1,7,9,14,19
7.7,6.4,6.78,31.95,65.32,7.21,10.7,2.36,6.29,3.9472361809045227,1.3165829145728642,166.0,16.583333333333332,398.0,24.0,24.0,34.0,0.9020100502512562,1571.0,524.0,1.0,59.0,6.29,32,10,11,30,32,47
7.8,8.0,8.34,36.95,65.22,7.67,10.4,2.93,7.06,3.998535871156662,1.2650073206442167,292.0,17.075,683.0,40.0,40.0,77.0,0.8477306002928258,2731.0,864.0,1.0,116.0,7.06,29,5,19,64,69,77
8.8,9.9,6.97,39.07,73.21,10.18,11.7,3.33,6.72,3.9693877551020407,1.2755102040816326,117.0,24.5,294.0,12.0,12.0,19.0,0.9489795918367347,1167.0,375.0,1.0,40.0,6.72,12,1,19,33,31,27
9.7,10.0,8.59,42.14,60.24,9.31,11.9,3.55,7.09,4.015730337078652,1.3168539325842696,190.0,22.25,445.0,20.0,20.0,48.0,0.8696629213483146,1787.0,586.0,1.0,71.0,7.09,24,9,15,49,45,47
8.6,9.5,8.01,36.72,68.4,9.81,11.0,3.0,6.85,4.0264423076923075,1.2908653846153846,195.0,20.8,416.0,20.0,20.0,39.0,0.8990384615384616,1675.0,537.0,1.0,57.0,6.85,23,8,19,34,48,28
11.9,13.5,10.39,49.0,54.56,12.4,0.0,6.0,7.4,4.576923076923077,1.4423076923076923,40.0,26.0,52.0,2.0,2.0,5.0,0.9615384615384616,238.0,75.0,1.0,12.0,7.4,3,2,3,2,7,5
7.6,6.6,7.24,35.05,65.73,7.46,10.9,2.61,6.14,3.9291553133514987,1.2861035422343323,150.0,15.956521739130435,367.0,23.0,23.0,29.0,0.8801089918256131,1442.0,472.0,1.0,60.0,6.14,18,9,19,18,43,33
8.0,8.2,6.78,34.37,70.13,8.01,10.1,2.59,6.12,3.709129511677282,1.167728237791932,184.0,20.47826086956522,471.0,23.0,23.0,30.0,0.8407643312101911,1747.0,550.0,1.0,57.0,6.12,25,4,18,40,48,27
7.4,7.6,8.46,33.98,66.13,8.38,10.5,2.44,7.24,4.025581395348837,1.286046511627907,194.0,15.925925925925926,430.0,27.0,27.0,53.0,0.8534883720930233,1731.0,553.0,1.0,68.0,7.24,31,14,20,27,39,48
6.4,7.7,8.17,37.26,74.08,7.77,10.1,3.17,7.89,3.9158415841584158,1.188118811881188,116.0,16.833333333333332,202.0,12.0,12.0,28.0,0.8366336633663366,791.0,240.0,1.0,38.0,7.89,8,0,4,16,16,25
7.6,7.0,7.65,33.39,65.62,7.24,9.8,2.31,6.23,3.95,1.2634615384615384,207.0,15.757575757575758,520.0,33.0,33.0,43.0,0.8673076923076923,2054.0,657.0,1.0,74.0,6.23,36,16,15,37,48,44
6.4,7.2,7.65,34.55,74.08,7.05,10.1,2.61,6.33,3.9240780911062907,1.210412147505423,195.0,16.464285714285715,461.0,28.0,28.0,37.0,0.8590021691973969,1809.0,558.0,1.0,76.0,6.33,28,17,21,47,43,39
9.6,9.8,10.5,38.88,55.03,11.43,13.6,3.67,7.37,4.542857142857143,1.4857142857142858,62.0,17.5,105.0,6.0,6.0,17.0,0.9238095238095239,477.0,156.0,1.0,22.0,7.37,1,0,6,3,10,17
5.2,5.4,5.68,28.87,82.75,7.48,9.5,1.92,6.6,3.680628272251309,1.1570680628272252,100.0,17.363636363636363,191.0,11.0,11.0,17.0,0.8743455497382199,703.0,221.0,1.0,23.0,6.6,12,5,7,17,24,14
5.8,6.0,7.18,30.93,75.81,7.48,9.0,1.96,6.96,3.9968944099378882,1.2236024844720497,174.0,13.416666666666666,322.0,24.0,24.0,32.0,0.8881987577639752,1287.0,394.0,1.0,45.0,6.96,16,6,9,24,35,30
5.3,4.8,4.92,27.52,82.34,6.49,8.5,1.72,5.91,3.6193548387096772,1.1419354838709677,184.0,15.5,465.0,30.0,30.0,31.0,0.8924731182795699,1683.0,531.0,1.0,51.0,5.91,44,14,7,50,51,32
9.0,9.7,9.05,42.01,62.07,9.31,10.5,3.71,7.78,4.142857142857143,1.3002915451895043,160.0,20.176470588235293,343.0,17.0,17.0,50.0,0.8717201166180758,1421.0,446.0,1.0,64.0,7.78,24,7,15,28,26,45
10.9,11.7,12.24,51.06,46.27,11.77,13.7,5.22,8.58,4.610091743119266,1.5137614678899083,232.0,18.956521739130434,436.0,23.0,23.0,89.0,0.8692660550458715,2010.0,660.0,1.0,120.0,8.58,14,4,11,13,55,70
9.9,10.4,8.76,40.9,59.74,10.52,10.4,3.55,7.72,4.035714285714286,1.2857142857142858,152.0,22.90909090909091,252.0,11.0,11.0,36.0,0.8690476190476191,1017.0,324.0,1.0,39.0,7.72,15,6,13,30,22,18
8.7,10.3,8.82,39.29,68.1,8.57,10.6,3.57,6.55,4.167741935483871,1.2580645161290323,69.0,22.142857142857142,155.0,7.0,7.0,12.0,0.9032258064516129,646.0,195.0,1.0,23.0,6.55,5,4,5,8,19,11
10.8,11.2,6.91,40.15,62.72,11.77,11.9,3.43,7.06,3.780569514237856,1.23785594639866,246.0,28.428571428571427,597.0,21.0,21.0,51.0,0.8911222780569514,2257.0,739.0,1.0,72.0,7.06,36,11,30,56,59,51
11.8,12.2,6.68,42.51,60.18,13.21,12.6,3.91,6.87,3.8095238095238093,1.25,136.0,33.6,336.0,10.0,10.0,30.0,0.9107142857142857,1280.0,420.0,1.0,44.0,6.87,19,11,18,24,46,31
7.0,7.9,8.29,35.34,72.66,8.02,11.0,2.67,6.61,4.105769230769231,1.2932692307692308,190.0,17.333333333333332,416.0,24.0,24.0,39.0,0.8966346153846154,1708.0,538.0,1.0,64.0,6.61,24,9,19,44,42,34
8.0,8.5,7.54,39.12,69.92,8.23,11.9,3.4,5.64,4.048657718120805,1.2902684563758389,145.0,19.866666666666667,596.0,30.0,30.0,32.0,0.9144295302013423,2413.0,769.0,1.0,102.0,5.64,38,21,34,64,79,59
7.7,7.2,7.76,33.96,65.42,7.46,10.5,2.54,6.11,4.016638935108153,1.2961730449251248,210.0,16.243243243243242,601.0,37.0,37.0,45.0,0.8801996672212978,2414.0,779.0,1.0,93.0,6.11,40,10,12,50,56,65
6.9,6.9,7.07,35.12,72.76,6.9,10.1,2.68,6.31,3.8767967145790556,1.211498973305955,182.0,18.037037037037038,487.0,27.0,27.0,32.0,0.8850102669404517,1888.0,590.0,1.0,76.0,6.31,39,18,20,54,52,46
3.4,3.4,5.01,23.24,87.42,5.11,7.9,1.16,5.91,3.822429906542056,1.1993769470404985,142.0,10.35483870967742,321.0,31.0,31.0,21.0,0.8940809968847352,1227.0,385.0,1.0,36.0,5.91,20,9,5,31,32,21
7.0,8.1,8.35,31.81,72.66,7.57,9.9,2.33,7.05,3.9962962962962965,1.2407407407407407,134.0,18.0,270.0,15.0,15.0,28.0,0.8629629629629629,1079.0,335.0,1.0,35.0,7.05,16,2,10,10,26,24
17.0,19.4,8.08,57.77,46.68,18.52,13.5,6.57,9.29,3.9807073954983925,1.315112540192926,175.0,44.42857142857143,311.0,7.0,7.0,52.0,0.9260450160771704,1238.0,409.0,1.0,46.0,9.29,11,5,16,25,30,31
9.6,8.7,7.37,36.07,60.45,9.29,11.1,2.46,6.17,3.899641577060932,1.3082437275985663,98.0,21.46153846153846,279.0,13.0,13.0,20.0,0.8924731182795699,1088.0,365.0,1.0,32.0,6.17,21,3,12,24,33,22
6.8,7.1,5.74,32.07,78.59,8.68,10.4,2.27,6.69,3.723333333333333,1.1966666666666668,133.0,20.0,300.0,15.0,15.0,24.0,0.9,1117.0,359.0,1.0,34.0,6.69,20,8,14,32,26,21
9.8,10.3,7.43,39.5,65.35,10.13,11.1,3.3,6.67,3.853623188405797,1.210144927536232,276.0,25.555555555555557,690.0,27.0,27.0,57.0,0.8869565217391304,2659.0,835.0,1.0,87.0,6.67,37,15,28,46,80,46
7.1,7.7,8.34,39.95,67.04,7.37,10.6,2.67,7.62,3.909441233140655,1.2273603082851638,239.0,15.264705882352942,519.0,34.0,34.0,65.0,0.8073217726396917,2029.0,637.0,1.0,90.0,7.62,22,8,19,43,40,47
9.1,10.0,6.39,38.37,72.6,10.46,9.9,3.23,7.26,3.744186046511628,1.191860465116279,169.0,26.46153846153846,344.0,13.0,13.0,31.0,0.9040697674418605,1288.0,410.0,1.0,42.0,7.26,29,8,8,40,35,22
7.0,5.9,6.03,31.31,72.56,7.39,9.3,2.2,5.93,3.8511904761904763,1.2619047619047619,131.0,16.8,336.0,20.0,20.0,21.0,0.9285714285714286,1294.0,424.0,1.0,44.0,5.93,26,12,11,32,36,22
7.4,7.7,8.75,38.27,66.13,7.55,10.3,3.15,6.54,4.15016501650165,1.3085808580858085,234.0,15.538461538461538,606.0,39.0,39.0,65.0,0.8762376237623762,2515.0,793.0,1.0,119.0,6.54,43,18,31,41,58,77
9.6,10.4,9.57,42.08,60.55,9.74,12.1,4.23,7.13,4.323529411764706,1.3345588235294117,124.0,20.923076923076923,272.0,13.0,13.0,33.0,0.9117647058823529,1176.0,363.0,1.0,55.0,7.13,17,10,13,23,37,35
7.6,9.3,8.93,39.4,70.94,8.85,11.3,3.73,7.14,4.148514851485149,1.2752475247524753,205.0,19.423076923076923,505.0,26.0,26.0,50.0,0.8831683168316832,2095.0,644.0,1.0,97.0,7.14,14,3,23,32,63,63
11.1,11.4,11.25,45.62,45.66,9.26,12.0,4.0,7.38,4.378512396694215,1.4330578512396694,230.0,20.166666666666668,605.0,30.0,30.0,80.0,0.8462809917355372,2649.0,867.0,1.0,120.0,7.38,33,15,15,38,66,80
7.0,7.4,7.25,35.31,72.56,8.62,9.5,2.59,7.61,3.7991886409736306,1.18052738336714,262.0,18.25925925925926,493.0,27.0,27.0,68.0,0.8519269776876268,1873.0,582.0,1.0,71.0,7.61,29,9,18,51,43,29
7.4,7.8,8.98,39.08,66.23,8.87,10.7,3.06,7.58,4.22803738317757,1.3663551401869158,262.0,15.735294117647058,535.0,34.0,34.0,87.0,0.8841121495327103,2262.0,731.0,1.0,108.0,7.58,28,6,23,44,55,58
8.9,10.0,8.01,41.85,67.59,9.33,12.2,4.08,5.96,3.967051070840198,1.2652388797364085,167.0,23.346153846153847,607.0,26.0,26.0,34.0,0.8780889621087314,2408.0,768.0,1.0,106.0,5.96,25,1,21,52,70,61
2.2,2.8,3.77,28.28,90.36,5.06,7.6,1.4,9.88,3.6666666666666665,1.0769230769230769,28.0,7.8,39.0,5.0,5.0,4.0,0.8205128205128205,143.0,42.0,1.0,7.0,9.88,1,0,0,6,0,5
7.6,7.8,7.13,35.8,70.94,8.37,10.3,2.88,6.88,3.9454926624737947,1.2557651991614256,204.0,18.346153846153847,477.0,26.0,26.0,47.0,0.9014675052410901,1882.0,599.0,1.0,72.0,6.88,27,6,18,44,53,43
7.5,7.3,6.78,32.58,71.24,8.77,9.9,2.1,6.86,3.8981233243967828,1.2412868632707774,186.0,18.65,373.0,20.0,20.0,35.0,0.9061662198391421,1454.0,463.0,1.0,42.0,6.86,23,13,11,33,44,24
6.7,7.4,6.03,32.57,78.89,8.21,9.2,2.36,6.17,3.6526548672566372,1.1371681415929205,171.0,19.652173913043477,452.0,23.0,23.0,33.0,0.8628318584070797,1651.0,514.0,1.0,52.0,6.17,36,13,15,46,47,34
5.8,5.7,6.89,29.98,75.71,6.44,9.8,1.87,6.45,4.04235294117647,1.3129411764705883,185.0,13.709677419354838,425.0,31.0,31.0,39.0,0.9152941176470588,1718.0,558.0,1.0,58.0,6.45,28,8,20,38,42,29
9.8,10.3,10.32,42.44,54.42,9.16,12.1,4.09,7.2,4.367713004484305,1.414050822122571,274.0,19.676470588235293,669.0,34.0,34.0,79.0,0.8804185351270553,2922.0,946.0,1.0,143.0,7.2,34,14,27,43,74,87
7.1,7.5,7.36,35.52,72.46,8.03,11.1,2.8,6.8,3.815503875968992,1.2325581395348837,242.0,18.428571428571427,645.0,35.0,35.0,64.0,0.8527131782945736,2461.0,795.0,1.0,98.0,6.8,35,14,16,51,61,66
6.4,6.2,6.31,32.69,74.19,7.97,9.9,2.42,6.72,3.667493796526055,1.15136476426799,188.0,17.52173913043478,403.0,23.0,23.0,37.0,0.8362282878411911,1478.0,464.0,1.0,58.0,6.72,29,9,14,32,33,23
8.1,8.4,7.2,37.13,69.72,9.29,11.0,3.06,6.6,3.7916666666666665,1.2057291666666667,176.0,20.210526315789473,384.0,19.0,19.0,39.0,0.8619791666666666,1456.0,463.0,1.0,54.0,6.6,16,6,14,57,35,23
11.4,12.6,9.58,47.73,55.88,12.86,13.9,5.31,8.09,4.151428571428571,1.3428571428571427,188.0,26.923076923076923,350.0,13.0,13.0,50.0,0.88,1453.0,470.0,1.0,70.0,8.09,18,8,10,23,37,41
7.5,8.5,8.0,39.36,71.24,8.2,10.4,3.39,6.58,3.9741219963031424,1.2532347504621073,218.0,19.321428571428573,541.0,28.0,28.0,48.0,0.8724584103512015,2150.0,678.0,1.0,94.0,6.58,42,13,17,37,56,58
7.0,7.3,7.36,34.83,72.66,7.55,9.7,2.24,6.78,3.88,1.2133333333333334,176.0,17.857142857142858,375.0,21.0,21.0,27.0,0.8693333333333333,1455.0,455.0,1.0,47.0,6.78,24,4,10,48,24,33
7.8,7.5,8.05,37.41,65.12,8.43,11.0,3.0,7.18,4.094915254237288,1.3152542372881355,147.0,16.38888888888889,295.0,18.0,18.0,38.0,0.8915254237288136,1208.0,388.0,1.0,54.0,7.18,21,12,7,29,31,31
10.6,10.4,6.22,40.93,63.22,11.53,11.8,3.8,6.78,3.7065217391304346,1.213768115942029,116.0,27.6,276.0,10.0,10.0,25.0,0.8985507246376812,1023.0,335.0,1.0,37.0,6.78,22,10,10,35,27,29
9.6,11.2,8.59,44.2,65.76,9.98,11.8,4.47,7.16,4.00462962962963,1.2361111111111112,166.0,25.41176470588235,432.0,17.0,17.0,37.0,0.8773148148148148,1730.0,534.0,1.0,76.0,7.16,34,11,9,33,39,43
5.9,5.9,6.66,30.77,75.4,6.63,9.7,1.94,6.7,3.7967806841046277,1.227364185110664,209.0,15.06060606060606,497.0,33.0,33.0,46.0,0.8511066398390342,1887.0,610.0,1.0,63.0,6.7,29,6,10,53,49,32
7.4,8.3,5.11,35.35,82.27,9.79,8.8,2.67,6.76,3.5849056603773586,1.1320754716981132,151.0,24.733333333333334,371.0,15.0,15.0,24.0,0.9164420485175202,1330.0,420.0,1.0,39.0,6.76,31,12,10,43,40,24
9.9,11.0,8.07,41.89,65.15,11.1,11.3,4.0,7.83,3.984815618221258,1.245119305856833,235.0,25.61111111111111,461.0,18.0,18.0,59.0,0.89587852494577,1837.0,574.0,1.0,72.0,7.83,33,12,12,33,34,38
8.9,8.9,8.23,37.95,62.38,9.29,11.1,3.34,7.04,4.029593094944513,1.2934648581997534,342.0,19.78048780487805,811.0,41.0,41.0,92.0,0.872996300863132,3268.0,1049.0,1.0,136.0,7.04,28,4,24,72,95,71
7.8,7.7,6.73,34.87,70.53,8.48,10.3,2.86,6.18,3.8113636363636365,1.2,194.0,20.0,440.0,22.0,22.0,30.0,0.8818181818181818,1677.0,528.0,1.0,63.0,6.18,29,11,24,56,43,42
6.0,6.6,8.09,36.97,69.79,5.66,9.5,2.08,6.75,3.9210526315789473,1.2171052631578947,152.0,12.666666666666666,304.0,24.0,24.0,35.0,0.7927631578947368,1192.0,370.0,1.0,50.0,6.75,27,8,13,13,21,33
10.3,11.1,8.94,40.35,58.62,10.78,12.6,3.81,7.64,4.038560411311054,1.3239074550128536,142.0,24.3125,389.0,16.0,16.0,50.0,0.8637532133676092,1571.0,515.0,1.0,61.0,7.64,23,11,18,40,47,42
