word_count,unique_token_count,nostop_count,avg_sentence_length,avg_word_length,sentence_count,long_word_count,short_word_count,noun,adj,pron,verb,cconj,adv,det,propn,num,intj,period_count,comma_count,question_mark_count,exclamation_mark_count,colon_count,semicolon_count,parentheses_count,hyphen_count,ellipsis_count
127.0,85.0,63.0,14.11111111111111,4.464566929133858,9.0,20.0,58.0,23,8,22,24,10,6,10,5,1,0,8,2,0,0,0,0,0,0,0
377.0,207.0,182.0,22.176470588235293,4.472148541114058,17.0,70.0,151.0,78,28,33,73,20,23,32,26,2,0,16,16,2,0,0,0,0,2,0
435.0,229.0,225.0,29.0,4.232183908045977,15.0,67.0,183.0,92,37,39,81,27,30,35,10,2,0,14,5,0,0,0,0,0,0,0
400.0,248.0,223.0,20.0,4.7525,20.0,87.0,130.0,83,38,40,71,16,23,30,35,0,0,19,29,4,0,0,0,0,3,0
368.0,193.0,185.0,19.36842105263158,4.554347826086956,19.0,79.0,145.0,100,26,37,67,16,11,32,5,0,0,18,19,1,1,0,0,0,1,0
295.0,154.0,140.0,15.526315789473685,4.488135593220339,19.0,57.0,130.0,65,25,39,59,15,15,19,4,2,2,18,21,2,16,0,0,0,5,0
495.0,266.0,253.0,13.026315789473685,4.519191919191919,38.0,105.0,216.0,100,33,55,120,21,36,36,17,2,0,37,13,5,1,0,0,0,0,0
385.0,197.0,180.0,14.807692307692308,4.345454545454546,26.0,71.0,167.0,81,27,51,86,17,19,25,15,1,0,25,16,0,0,0,0,0,0,0
326.0,187.0,161.0,16.3,4.460122699386503,20.0,62.0,142.0,65,25,40,65,25,16,18,13,1,0,19,7,0,0,0,0,0,0,0
411.0,217.0,232.0,18.681818181818183,4.549878345498784,22.0,81.0,143.0,97,24,41,84,16,28,28,23,0,0,21,8,0,3,0,0,0,0,0
261.0,170.0,135.0,16.3125,4.394636015325671,16.0,41.0,104.0,52,24,16,51,15,24,22,5,2,0,15,5,0,2,0,0,1,0,0
229.0,129.0,123.0,15.266666666666667,4.414847161572053,15.0,41.0,91.0,62,15,22,44,6,9,19,19,1,0,14,4,0,0,0,0,0,0,0
197.0,131.0,110.0,12.3125,4.461928934010152,16.0,30.0,67.0,46,17,19,36,18,17,12,6,0,0,15,7,0,2,0,0,1,0,0
487.0,200.0,223.0,44.27272727272727,4.024640657084189,11.0,52.0,225.0,89,31,48,91,26,21,36,11,5,0,10,15,0,0,0,0,0,0,0
343.0,172.0,181.0,18.05263157894737,4.784256559766764,19.0,89.0,147.0,89,11,35,60,13,25,27,1,1,0,18,15,2,2,0,0,0,0,0
277.0,162.0,132.0,21.307692307692307,4.140794223826715,13.0,32.0,120.0,60,13,20,59,16,25,31,8,0,0,12,4,0,0,0,0,0,0,0
286.0,180.0,166.0,11.916666666666666,4.884615384615385,24.0,76.0,111.0,65,29,18,58,21,11,13,38,1,0,23,9,0,0,0,0,0,0,0
103.0,65.0,59.0,17.166666666666668,5.067961165048544,6.0,30.0,34.0,37,5,6,18,10,1,5,3,0,0,5,4,0,0,0,0,0,1,0
353.0,133.0,181.0,20.764705882352942,4.515580736543909,17.0,80.0,166.0,90,17,53,68,16,4,15,3,2,0,16,9,0,0,0,0,0,5,0
513.0,225.0,270.0,13.864864864864865,4.52046783625731,37.0,84.0,184.0,119,39,48,96,24,17,48,40,0,0,36,4,1,0,1,0,0,0,0
305.0,164.0,184.0,17.941176470588236,4.901639344262295,17.0,77.0,102.0,86,27,22,55,14,10,18,21,2,0,16,9,0,0,0,0,0,0,0
319.0,172.0,175.0,13.291666666666666,4.5141065830721,24.0,58.0,113.0,59,15,49,67,12,27,14,12,0,0,23,11,0,5,0,0,0,0,0
434.0,215.0,259.0,11.128205128205128,4.753456221198157,39.0,106.0,161.0,119,36,20,84,16,22,35,17,5,0,38,8,0,0,0,0,0,1,0
318.0,117.0,149.0,28.90909090909091,3.9842767295597485,11.0,24.0,137.0,46,18,21,60,9,32,36,53,0,0,10,0,0,0,0,0,0,0,0
327.0,208.0,184.0,12.11111111111111,4.657492354740061,27.0,73.0,103.0,73,26,28,79,6,27,29,26,1,0,26,4,2,1,0,0,0,0,0
274.0,142.0,141.0,14.421052631578947,4.591240875912408,19.0,68.0,114.0,69,16,33,57,6,12,16,1,0,0,18,5,1,0,0,0,0,5,0
495.0,257.0,249.0,14.142857142857142,4.884848484848485,35.0,134.0,190.0,116,43,54,94,13,24,40,29,4,0,34,37,0,2,0,0,0,9,0
264.0,119.0,107.0,66.0,3.8636363636363638,4.0,28.0,139.0,49,18,38,50,11,16,18,2,1,0,3,1,0,1,0,0,0,0,0
140.0,91.0,76.0,14.0,4.535714285714286,10.0,26.0,55.0,32,11,13,34,6,5,12,13,0,0,9,2,2,1,0,0,0,1,0
264.0,153.0,133.0,16.5,4.621212121212121,16.0,54.0,95.0,58,17,21,59,16,27,15,4,0,0,15,9,1,0,0,0,0,0,0
416.0,237.0,224.0,14.857142857142858,4.7139423076923075,28.0,90.0,165.0,94,30,39,86,24,29,31,16,2,0,27,31,0,1,0,0,0,2,0
317.0,197.0,199.0,14.409090909090908,5.198738170347003,22.0,78.0,95.0,79,30,22,59,9,25,17,71,2,0,21,11,0,0,0,0,0,3,0
125.0,74.0,72.0,17.857142857142858,4.416,7.0,17.0,45.0,28,4,13,23,6,6,11,19,0,0,6,0,0,0,0,0,0,0,0
332.0,190.0,176.0,20.75,4.903614457831325,16.0,87.0,112.0,81,18,28,78,17,18,22,11,1,0,15,11,0,2,0,0,0,0,0
341.0,174.0,172.0,15.5,4.3372434017595305,22.0,59.0,135.0,65,25,44,85,15,24,20,11,0,1,21,13,2,0,1,0,0,0,0
307.0,165.0,164.0,11.807692307692308,4.2052117263843645,26.0,49.0,141.0,82,17,28,65,11,13,24,8,3,0,25,10,0,0,0,0,0,0,0
251.0,158.0,124.0,13.210526315789474,4.442231075697211,19.0,48.0,92.0,60,23,23,53,10,16,17,4,1,0,18,4,0,0,0,0,0,0,0
184.0,101.0,83.0,30.666666666666668,4.201086956521739,6.0,30.0,93.0,38,11,18,34,10,10,17,13,0,0,5,2,0,0,0,0,0,0,0
439.0,198.0,228.0,15.678571428571429,4.061503416856492,28.0,59.0,201.0,90,25,54,99,19,21,29,17,2,0,27,6,2,0,0,0,0,0,0
248.0,113.0,123.0,35.42857142857143,4.165322580645161,7.0,34.0,120.0,58,15,37,61,11,6,13,17,2,0,6,2,0,0,3,0,0,0,0
127.0,79.0,64.0,25.4,4.425196850393701,5.0,20.0,47.0,29,13,14,16,7,10,9,4,2,0,4,4,0,0,0,0,2,0,0
321.0,145.0,139.0,22.928571428571427,4.087227414330218,14.0,47.0,152.0,68,17,41,68,12,23,28,3,0,0,13,6,0,0,0,0,0,0,0
344.0,170.0,162.0,15.636363636363637,4.436046511627907,22.0,65.0,151.0,82,15,50,70,13,12,28,11,1,0,21,17,5,7,0,0,0,0,0
322.0,184.0,154.0,18.941176470588236,4.515527950310559,17.0,66.0,131.0,70,13,36,60,21,23,22,18,1,0,16,16,0,0,0,1,0,2,0
322.0,187.0,158.0,16.1,4.201863354037267,20.0,50.0,135.0,76,22,33,63,11,13,34,9,1,0,19,6,0,0,0,0,0,0,0
285.0,158.0,150.0,11.4,4.617543859649123,25.0,60.0,113.0,56,29,23,56,14,23,20,15,0,0,24,14,1,0,0,0,0,3,0
472.0,276.0,242.0,19.666666666666668,4.658898305084746,24.0,96.0,177.0,103,38,30,94,17,34,41,44,2,0,23,12,1,2,0,0,0,1,0
261.0,129.0,126.0,12.428571428571429,4.149425287356322,21.0,34.0,109.0,58,10,24,61,10,13,25,5,1,0,20,6,0,0,0,0,0,0,0
466.0,174.0,224.0,17.923076923076923,4.46137339055794,26.0,71.0,184.0,102,28,38,103,19,30,44,14,0,0,25,18,0,0,0,0,0,0,0
239.0,148.0,125.0,18.384615384615383,4.644351464435147,13.0,46.0,81.0,64,12,31,47,14,11,9,11,0,0,12,16,0,0,0,0,0,0,0
420.0,234.0,225.0,13.548387096774194,4.552380952380952,31.0,86.0,153.0,107,31,44,75,23,23,36,10,1,0,30,21,1,0,0,0,0,0,0
211.0,124.0,105.0,12.411764705882353,4.545023696682464,17.0,39.0,86.0,44,15,16,47,5,9,22,6,1,0,16,5,2,1,0,0,0,3,0
250.0,138.0,131.0,17.857142857142858,4.78,14.0,60.0,95.0,49,12,26,53,8,18,16,18,0,0,13,21,0,0,0,0,0,1,0
137.0,104.0,81.0,13.7,4.978102189781022,10.0,34.0,44.0,38,7,9,33,7,4,11,8,0,0,9,5,0,0,0,0,0,0,0
359.0,167.0,175.0,12.821428571428571,4.376044568245125,28.0,63.0,170.0,78,26,30,76,11,22,29,11,4,0,27,8,0,0,0,0,0,1,0
579.0,311.0,303.0,16.542857142857144,4.706390328151986,35.0,130.0,217.0,133,38,64,119,19,35,46,35,3,0,34,29,5,3,0,0,1,2,0
279.0,121.0,129.0,21.46153846153846,4.182795698924731,13.0,44.0,114.0,63,14,33,54,19,14,29,3,1,0,12,0,0,0,1,0,0,0,0
387.0,198.0,210.0,19.35,4.612403100775194,20.0,88.0,152.0,91,25,49,75,15,22,28,14,0,0,19,24,0,1,1,0,0,2,0
376.0,202.0,196.0,20.88888888888889,4.454787234042553,18.0,64.0,144.0,66,27,34,80,19,35,34,4,1,1,17,12,3,0,0,0,0,2,0
50.0,40.0,28.0,16.666666666666668,4.76,3.0,12.0,20.0,13,4,2,8,3,3,5,1,0,0,2,0,0,0,0,0,0,0,0
323.0,165.0,164.0,14.681818181818182,4.464396284829721,22.0,68.0,130.0,79,18,18,63,19,17,28,12,0,0,21,21,0,1,0,0,0,0,0
397.0,196.0,205.0,17.26086956521739,4.38287153652393,23.0,65.0,157.0,82,19,40,90,18,18,32,29,1,0,22,24,0,0,0,0,0,0,0
368.0,204.0,191.0,12.266666666666667,4.703804347826087,30.0,75.0,152.0,81,22,27,69,20,20,37,20,0,1,29,24,0,0,0,0,0,1,0
177.0,113.0,88.0,14.75,4.468926553672317,12.0,41.0,73.0,36,11,16,36,4,11,19,12,0,2,11,9,0,1,3,0,0,0,0
451.0,223.0,240.0,14.09375,4.549889135254989,32.0,87.0,188.0,96,38,37,98,15,39,41,13,5,0,31,16,2,0,0,0,0,0,0
396.0,211.0,208.0,15.84,4.568181818181818,25.0,81.0,144.0,79,24,47,91,21,28,23,21,0,0,24,14,4,0,0,2,0,0,0
97.0,61.0,48.0,13.857142857142858,4.917525773195877,7.0,22.0,37.0,29,8,3,14,6,5,14,1,0,0,6,1,0,0,0,0,0,0,0
167.0,100.0,83.0,16.7,4.209580838323354,10.0,25.0,75.0,42,6,17,34,7,7,20,4,1,0,9,7,0,5,1,0,0,0,1
286.0,177.0,140.0,13.0,4.5,22.0,53.0,112.0,62,23,24,54,9,21,20,12,0,0,21,2,2,1,0,0,0,0,0
416.0,197.0,196.0,13.866666666666667,4.045673076923077,30.0,55.0,197.0,74,25,50,101,7,25,31,10,5,0,29,10,1,0,0,0,0,2,0
299.0,166.0,166.0,16.61111111111111,4.745819397993311,18.0,73.0,115.0,82,18,28,61,15,14,14,14,0,0,17,14,0,0,0,0,0,1,0
379.0,239.0,218.0,16.47826086956522,5.2928759894459105,23.0,131.0,144.0,113,24,13,71,11,21,44,12,0,0,22,23,0,1,0,0,0,1,0
219.0,151.0,114.0,18.25,4.6438356164383565,12.0,46.0,74.0,40,16,30,47,13,27,15,5,1,0,11,12,0,0,0,0,0,1,0
140.0,74.0,61.0,17.5,4.614285714285714,8.0,27.0,56.0,38,7,8,29,5,8,16,0,0,0,7,0,0,0,0,0,0,0,0
532.0,258.0,267.0,24.181818181818183,4.242481203007519,22.0,79.0,229.0,103,21,56,109,30,48,35,25,3,1,21,29,0,0,0,0,0,1,0
306.0,139.0,147.0,25.5,4.183006535947713,12.0,45.0,139.0,76,18,24,42,18,16,31,10,0,0,11,12,0,0,1,0,0,0,0
373.0,202.0,190.0,16.217391304347824,4.579088471849866,23.0,74.0,146.0,81,13,44,84,19,25,30,6,0,0,22,13,2,0,0,0,0,1,0
545.0,154.0,240.0,18.166666666666668,4.427522935779817,30.0,114.0,213.0,109,25,64,113,34,9,56,18,0,0,29,4,1,0,0,0,0,2,0
529.0,228.0,286.0,13.921052631578947,4.5633270321361055,38.0,104.0,206.0,123,41,50,128,12,18,33,31,4,0,37,4,0,0,0,0,0,4,0
431.0,196.0,215.0,15.392857142857142,4.378190255220417,28.0,85.0,188.0,91,17,54,86,20,19,36,17,7,2,27,15,1,0,0,0,0,0,0
287.0,150.0,144.0,9.566666666666666,4.275261324041812,30.0,40.0,110.0,59,12,31,64,5,19,33,3,0,1,29,2,1,1,0,0,0,0,0
233.0,133.0,136.0,14.5625,4.626609442060086,16.0,38.0,81.0,59,20,10,51,10,18,14,22,1,0,15,4,0,0,0,0,0,0,0
288.0,173.0,144.0,48.0,4.298611111111111,6.0,48.0,121.0,65,20,25,56,16,13,24,30,0,0,5,1,1,0,1,0,0,0,0
249.0,102.0,131.0,19.153846153846153,4.3694779116465865,13.0,42.0,88.0,58,8,24,47,12,32,13,7,0,0,12,12,0,0,0,0,0,0,0
270.0,130.0,125.0,18.0,4.137037037037037,15.0,38.0,132.0,54,20,32,59,14,3,29,11,1,0,14,4,0,1,0,1,1,1,0
613.0,291.0,297.0,32.26315789473684,4.33442088091354,19.0,103.0,250.0,128,32,46,142,28,21,66,35,5,1,18,18,5,4,0,0,0,4,0
422.0,246.0,237.0,14.066666666666666,4.791469194312796,30.0,115.0,167.0,83,43,43,81,19,28,33,54,4,0,29,20,5,2,0,0,2,0,0
311.0,174.0,148.0,25.916666666666668,4.141479099678457,12.0,45.0,138.0,69,18,40,70,8,12,27,7,1,0,11,10,2,0,1,0,0,4,0
312.0,134.0,156.0,14.857142857142858,4.147435897435898,21.0,49.0,137.0,65,30,32,66,11,12,28,3,3,0,20,2,0,0,0,0,0,0,0
531.0,262.0,264.0,17.7,4.736346516007533,30.0,131.0,211.0,127,42,41,107,31,32,43,2,0,1,29,23,7,3,0,0,0,3,0
248.0,127.0,127.0,19.076923076923077,4.725806451612903,13.0,57.0,88.0,60,8,23,42,13,16,15,12,0,0,12,2,0,0,0,0,0,0,0
446.0,214.0,227.0,17.153846153846153,4.697309417040358,26.0,99.0,165.0,112,32,32,84,23,26,35,25,1,0,25,16,1,0,0,0,0,0,0
512.0,240.0,298.0,17.066666666666666,5.162109375,30.0,146.0,159.0,134,39,38,86,15,27,34,52,1,0,29,24,1,0,1,0,0,5,0
421.0,265.0,218.0,19.136363636363637,4.448931116389549,22.0,83.0,182.0,83,33,51,81,18,24,36,13,7,0,21,30,5,1,0,0,1,2,0
473.0,268.0,245.0,14.78125,4.782241014799155,32.0,121.0,174.0,107,36,44,94,23,24,43,12,4,0,31,12,2,4,1,0,0,1,0
534.0,186.0,249.0,19.77777777777778,4.48689138576779,27.0,114.0,224.0,112,32,52,122,21,57,46,27,2,0,26,12,0,0,0,0,0,0,0
32.0,26.0,17.0,4.571428571428571,4.46875,7.0,7.0,16.0,5,6,6,9,0,1,4,2,0,0,6,0,0,0,0,0,0,1,0
430.0,214.0,200.0,20.476190476190474,4.376744186046512,21.0,80.0,193.0,91,26,44,82,18,28,47,4,2,0,20,14,2,5,0,1,0,4,0
338.0,190.0,162.0,16.9,4.3017751479289945,20.0,53.0,134.0,70,22,33,71,11,24,23,8,0,0,19,9,0,1,0,1,0,0,0
390.0,191.0,190.0,17.727272727272727,4.233333333333333,22.0,58.0,165.0,77,19,46,83,15,27,30,9,2,0,21,33,0,2,0,0,0,2,0
389.0,195.0,195.0,12.548387096774194,4.416452442159383,31.0,68.0,156.0,83,28,38,81,20,16,40,6,1,1,30,3,1,0,0,0,0,3,0
589.0,290.0,319.0,16.82857142857143,4.960950764006792,35.0,151.0,213.0,154,43,43,105,27,31,56,28,2,0,34,23,1,0,0,1,0,9,0
550.0,261.0,270.0,16.176470588235293,4.474545454545455,34.0,109.0,235.0,115,35,51,115,16,25,55,45,7,1,33,27,1,2,0,0,0,0,0
337.0,194.0,177.0,17.736842105263158,4.379821958456973,19.0,63.0,140.0,63,29,32,74,14,26,35,16,3,0,18,20,1,6,0,0,1,4,0
331.0,180.0,145.0,19.470588235294116,4.386706948640484,17.0,62.0,155.0,48,20,57,77,14,25,27,11,2,1,16,11,2,1,0,0,0,0,0
308.0,192.0,155.0,23.692307692307693,4.717532467532467,13.0,74.0,129.0,71,19,23,58,10,16,39,13,3,0,12,14,0,3,0,1,0,0,0
472.0,238.0,234.0,17.48148148148148,4.555084745762712,27.0,106.0,202.0,103,34,37,105,17,24,38,28,1,0,26,20,2,0,0,0,0,1,0
326.0,191.0,170.0,15.523809523809524,4.46319018404908,21.0,63.0,134.0,75,16,48,75,10,15,28,14,1,0,20,13,1,0,1,0,0,3,0
263.0,151.0,128.0,13.842105263157896,4.593155893536122,19.0,60.0,104.0,51,21,29,54,7,19,18,6,1,0,18,8,0,0,0,0,0,0,0
248.0,120.0,111.0,24.8,4.125,10.0,40.0,126.0,44,16,35,55,10,9,26,11,2,0,9,6,1,0,0,0,0,1,0
379.0,173.0,180.0,21.055555555555557,4.556728232189974,18.0,83.0,158.0,71,37,33,89,9,12,29,27,0,0,17,11,1,0,0,0,0,0,0
423.0,220.0,220.0,12.441176470588236,4.453900709219858,34.0,76.0,168.0,79,29,53,86,10,36,25,40,0,0,33,8,0,0,0,0,1,0,0
340.0,156.0,153.0,21.25,3.9088235294117646,16.0,43.0,180.0,64,20,43,77,10,16,25,16,1,0,15,2,0,0,0,0,0,1,0
416.0,244.0,231.0,26.0,4.408653846153846,16.0,79.0,163.0,91,27,33,90,12,28,40,12,5,1,15,18,2,1,0,0,0,0,0
712.0,366.0,376.0,20.34285714285714,4.578651685393258,35.0,147.0,285.0,155,58,72,145,24,47,50,37,5,0,34,24,3,4,0,2,0,0,0
388.0,205.0,171.0,17.636363636363637,4.322164948453608,22.0,67.0,165.0,70,16,56,94,24,38,24,8,1,1,21,11,1,0,0,0,0,0,0
241.0,161.0,155.0,11.476190476190476,4.8921161825726145,21.0,65.0,85.0,60,26,13,50,13,12,23,18,0,0,20,11,4,0,0,0,0,0,0
336.0,146.0,170.0,18.666666666666668,4.675595238095238,18.0,65.0,142.0,87,21,40,57,18,5,23,38,0,0,17,11,0,0,0,1,0,0,0
362.0,192.0,189.0,14.48,4.580110497237569,25.0,69.0,135.0,79,24,50,79,21,23,16,11,0,0,24,17,3,0,0,0,0,2,0
376.0,182.0,185.0,25.066666666666666,4.574468085106383,15.0,74.0,143.0,84,29,25,67,9,7,46,45,2,0,14,9,0,1,0,0,0,3,0
422.0,253.0,253.0,14.551724137931034,5.4052132701421804,29.0,150.0,143.0,119,28,23,81,15,32,27,25,1,0,28,28,0,0,0,0,0,4,0
341.0,169.0,177.0,13.64,4.604105571847508,25.0,71.0,137.0,88,28,23,66,18,18,32,15,2,0,24,12,0,0,1,0,0,0,0
212.0,128.0,103.0,15.142857142857142,4.09433962264151,14.0,31.0,102.0,44,11,24,45,13,11,15,9,0,0,13,3,0,0,0,0,0,0,0
430.0,210.0,202.0,23.88888888888889,4.2953488372093025,18.0,74.0,188.0,103,23,45,79,24,27,48,4,1,0,17,4,0,0,0,0,0,0,0
279.0,131.0,130.0,27.9,4.49820788530466,10.0,63.0,123.0,49,13,30,67,13,24,19,17,0,1,9,3,4,0,0,1,0,0,0
398.0,231.0,225.0,19.9,4.871859296482412,20.0,83.0,157.0,91,45,35,69,25,19,36,29,2,0,19,23,0,0,0,2,0,1,0
742.0,309.0,361.0,20.054054054054053,4.382749326145553,37.0,132.0,316.0,146,57,77,150,31,43,67,8,2,0,36,0,0,0,0,0,1,8,0
445.0,239.0,217.0,23.42105263157895,4.321348314606742,19.0,76.0,189.0,77,25,55,84,20,38,37,27,4,0,18,19,6,0,0,0,1,0,0
373.0,214.0,193.0,14.92,4.345844504021447,25.0,55.0,146.0,69,12,37,82,12,25,35,26,3,0,24,22,3,0,0,0,0,0,0
316.0,131.0,146.0,17.555555555555557,4.3544303797468356,18.0,62.0,138.0,66,20,44,66,15,12,20,0,0,0,17,18,0,0,0,0,0,1,0
427.0,231.0,223.0,12.558823529411764,4.9203747072599535,34.0,112.0,151.0,101,25,40,104,17,27,26,18,2,0,33,6,0,0,0,0,0,0,0
275.0,182.0,146.0,15.277777777777779,4.625454545454545,18.0,51.0,103.0,67,17,24,52,8,14,29,16,1,0,17,14,1,2,0,0,0,2,0
474.0,234.0,239.0,12.473684210526315,4.5210970464135025,38.0,101.0,197.0,108,25,65,90,21,30,31,10,1,0,37,26,0,0,0,0,0,4,0
508.0,233.0,224.0,18.142857142857142,4.06496062992126,28.0,66.0,228.0,85,20,61,115,22,29,45,5,3,0,27,12,3,1,0,0,0,0,0
508.0,250.0,260.0,19.53846153846154,4.568897637795276,26.0,113.0,203.0,129,23,55,93,18,24,58,16,1,1,25,26,2,0,0,0,0,0,0
341.0,191.0,166.0,15.5,4.0821114369501466,22.0,49.0,167.0,70,21,34,77,13,24,32,5,2,0,21,0,0,0,0,0,0,1,0
425.0,211.0,194.0,23.61111111111111,4.357647058823529,18.0,71.0,165.0,56,25,66,115,16,41,29,11,1,0,17,19,7,9,0,0,0,0,0
224.0,144.0,122.0,14.0,4.732142857142857,16.0,61.0,95.0,63,15,25,41,8,6,19,15,3,0,15,13,0,0,0,0,0,0,0
343.0,185.0,167.0,22.866666666666667,4.256559766763848,15.0,56.0,150.0,71,22,34,54,19,25,29,14,0,0,14,12,2,0,0,0,0,0,0
289.0,193.0,166.0,17.0,4.567474048442906,17.0,46.0,100.0,83,21,23,39,19,17,24,8,0,0,16,4,0,2,0,0,0,0,0
510.0,224.0,274.0,31.875,4.503921568627451,16.0,94.0,197.0,124,27,36,107,19,25,32,1,1,0,15,8,0,0,0,0,0,0,0
302.0,169.0,169.0,15.1,4.473509933774834,20.0,53.0,126.0,71,12,25,71,14,25,31,23,1,0,19,5,0,0,0,0,0,0,0
285.0,171.0,152.0,15.833333333333334,4.624561403508772,18.0,59.0,105.0,66,18,32,53,20,21,22,9,2,0,17,26,0,0,0,0,0,0,0
414.0,223.0,216.0,17.25,4.391304347826087,24.0,70.0,170.0,80,24,50,101,19,24,29,14,1,0,23,26,0,0,0,1,0,0,0
299.0,167.0,155.0,14.238095238095237,4.264214046822742,21.0,47.0,125.0,58,24,38,66,15,20,28,33,1,0,20,6,0,0,0,0,0,0,0
276.0,121.0,129.0,12.0,4.409420289855072,23.0,55.0,135.0,74,25,31,44,17,8,33,4,0,0,22,10,1,0,2,0,0,0,1
299.0,171.0,155.0,19.933333333333334,4.749163879598663,15.0,71.0,117.0,74,18,23,46,13,22,33,12,0,0,14,17,0,3,0,0,0,3,0
461.0,283.0,241.0,12.45945945945946,4.6898047722342735,37.0,91.0,172.0,99,33,49,91,15,41,40,22,0,1,36,22,1,2,0,0,0,1,0
339.0,175.0,181.0,16.95,4.513274336283186,20.0,65.0,131.0,87,27,36,67,13,20,21,8,5,0,19,11,1,1,0,0,0,0,0
515.0,261.0,307.0,14.714285714285714,5.312621359223301,35.0,149.0,151.0,151,43,33,83,18,30,39,52,2,0,34,35,2,0,3,0,1,0,0
301.0,149.0,143.0,11.576923076923077,4.132890365448505,26.0,51.0,144.0,63,14,36,58,13,20,18,9,3,0,25,3,0,2,0,0,0,0,0
186.0,135.0,110.0,10.941176470588236,4.559139784946237,17.0,43.0,77.0,50,20,8,28,7,13,12,5,1,0,16,9,1,0,0,0,0,2,0
414.0,253.0,227.0,14.275862068965518,5.045893719806763,29.0,110.0,146.0,96,44,35,76,26,25,26,9,1,0,28,34,4,4,0,0,0,7,0
337.0,187.0,166.0,16.047619047619047,4.732937685459941,21.0,77.0,130.0,79,23,12,67,17,28,31,15,0,0,20,20,0,1,0,0,0,1,0
365.0,171.0,168.0,19.210526315789473,4.235616438356164,19.0,53.0,145.0,65,25,52,83,13,30,28,10,2,1,18,4,1,0,1,1,0,0,0
393.0,230.0,223.0,11.909090909090908,4.750636132315521,33.0,83.0,126.0,108,23,31,68,14,20,34,16,2,0,32,14,6,0,0,0,0,0,0
218.0,144.0,133.0,12.11111111111111,5.091743119266055,18.0,63.0,81.0,60,26,9,39,5,11,16,9,0,0,17,9,0,0,0,0,0,0,0
271.0,158.0,132.0,20.846153846153847,4.236162361623617,13.0,48.0,115.0,55,18,32,50,11,13,20,11,2,1,12,7,3,3,0,0,0,1,0
456.0,230.0,250.0,15.724137931034482,4.9605263157894735,29.0,113.0,163.0,116,33,38,106,14,28,37,21,0,0,28,28,2,0,0,0,0,3,0
243.0,137.0,130.0,12.15,4.674897119341564,20.0,57.0,83.0,59,14,22,55,17,18,14,1,0,0,19,3,0,0,0,0,0,0,0
257.0,126.0,125.0,13.526315789473685,4.3229571984435795,19.0,40.0,114.0,48,14,33,56,14,11,15,21,1,0,18,0,0,0,0,0,0,0,0
303.0,176.0,157.0,23.307692307692307,4.5049504950495045,13.0,63.0,126.0,61,23,23,71,19,29,14,8,0,0,12,2,0,0,0,0,0,0,0
382.0,206.0,208.0,19.1,4.450261780104712,20.0,69.0,145.0,85,20,23,82,13,24,38,16,1,0,19,17,3,1,1,0,0,0,0
442.0,218.0,206.0,21.047619047619047,4.321266968325792,21.0,78.0,189.0,89,42,35,80,18,28,41,16,1,0,20,14,0,0,0,0,0,0,0
343.0,195.0,183.0,13.72,4.58600583090379,25.0,58.0,128.0,65,32,28,79,14,33,18,19,1,0,24,16,0,7,0,0,1,4,1
454.0,224.0,206.0,16.214285714285715,4.323788546255507,28.0,93.0,207.0,99,23,61,82,14,30,31,9,5,0,27,11,0,3,0,0,0,0,0
370.0,209.0,176.0,23.125,4.456756756756757,16.0,75.0,158.0,74,18,38,84,18,20,33,13,2,0,15,13,0,0,0,0,0,0,0
341.0,168.0,183.0,14.826086956521738,4.571847507331379,23.0,72.0,132.0,70,16,24,80,16,29,29,11,0,0,22,18,1,0,0,0,0,0,0
379.0,209.0,183.0,12.225806451612904,4.242744063324539,31.0,60.0,170.0,72,21,45,79,16,23,39,9,2,3,30,22,2,0,0,0,0,0,0
444.0,271.0,249.0,11.68421052631579,4.891891891891892,38.0,114.0,166.0,113,34,21,92,16,21,49,15,5,0,37,17,0,0,0,0,0,5,0
481.0,225.0,224.0,15.03125,4.220374220374221,32.0,84.0,206.0,96,39,40,94,13,30,57,11,1,0,31,21,1,0,0,0,0,1,0
358.0,213.0,192.0,18.842105263157894,4.729050279329609,19.0,78.0,117.0,96,19,23,75,14,19,35,11,2,0,18,22,1,0,0,0,0,1,0
463.0,249.0,234.0,17.807692307692307,4.159827213822894,26.0,71.0,206.0,102,32,48,83,21,25,39,18,1,0,25,20,5,3,0,2,1,2,0
592.0,322.0,323.0,16.444444444444443,4.738175675675675,36.0,140.0,242.0,155,36,35,120,23,24,66,27,3,0,35,29,6,0,0,0,0,2,0
395.0,189.0,174.0,15.192307692307692,4.146835443037975,26.0,45.0,164.0,70,30,40,77,9,24,39,15,1,0,25,3,4,0,0,0,0,0,0
592.0,310.0,302.0,16.914285714285715,4.70777027027027,35.0,135.0,234.0,126,51,55,121,29,31,45,63,3,0,34,23,1,2,0,0,0,2,0
196.0,126.0,115.0,14.0,4.795918367346939,14.0,45.0,70.0,56,14,13,34,12,14,13,3,0,0,13,18,0,1,0,0,0,0,0
93.0,58.0,54.0,11.625,4.612903225806452,8.0,12.0,23.0,17,6,5,27,2,9,4,0,0,0,7,4,0,0,0,0,0,0,0
413.0,242.0,216.0,13.32258064516129,4.5108958837772395,31.0,75.0,161.0,90,23,42,86,19,28,28,27,1,0,30,15,3,0,0,0,0,0,0
551.0,245.0,287.0,17.774193548387096,4.362976406533575,31.0,87.0,218.0,107,47,76,114,25,48,37,36,2,0,30,33,1,0,0,0,0,1,0
